job_title,company,location,location,country,job_category,avg_salary_usd,seniority,skill_python,skill_r,skill_sql,skill_excel,skill_tableau,skill_power_bi,skill_sas,skill_spark,skill_aws,skill_azure,skill_machine_learning,skill_deep_learning,skill_statistics,skill_hadoop,skill_java,skill_scala,skill_git,skill_docker,skill_pandas,skill_numpy,skill_scikit,skill_tensorflow,skill_pytorch,skill_nlp,skill_data_visualization,skill_etl
Technology Analyst | Data Management - Data Integration | Informatica,Kaygen Inc.,"Phoenix, AZ",AZ,USA,Other IT Role,74.0,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Analyst w/ Collibra,Nucleusteq,"Phoenix, AZ",AZ,USA,Data Analyst,74.0,Senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SYSTEMS and DATA ANALYST,Isaac Elementary School District #5,"Phoenix, AZ",AZ,USA,Data Analyst,74.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Modeler / Analyst with Data Steward,Strategic Systems,"Tempe, AZ",AZ,USA,Other IT Role,74.0,Mid-Level,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SQL Data Analyst,Edupoint,"Mesa, AZ",AZ,USA,Data Analyst,74.0,Mid-Level,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Analyst - Financial Advisor Services,Vanguard,"Scottsdale, AZ",AZ,USA,Data Analyst,74.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marketing Data Analyst,Efinancial,"Tempe, AZ",AZ,USA,Data Analyst,74.0,Mid-Level,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CLINICAL DATA ANALYST,Envision Healthcare,"Phoenix, AZ",AZ,USA,Data Analyst,74.0,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Analyst,Bartech Group,"Chandler, AZ",AZ,USA,Data Analyst,74.0,Senior,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLINICAL DATA ANALYST,Envision Physician Services,"Phoenix, AZ",AZ,USA,Data Analyst,74.0,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data and Reporting Analyst,Saviance Technologies,"Phoenix, AZ",AZ,USA,Other IT Role,74.0,Senior,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data analyst,Atos Syntel Inc.,"Phoenix, AZ",AZ,USA,Data Analyst,74.0,Mid-Level,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Data Analyst/Engineer,The Accuro Group,"Tempe, AZ",AZ,USA,Data Analyst,68.5,Mid-Level,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finance Data Analyst,"TekCom Resources, Inc.","Phoenix, AZ",AZ,USA,Data Analyst,68.5,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst/Business Analyst with SQL,Diverse Lynx,"Phoenix, AZ",AZ,USA,Data Analyst,68.5,Mid-Level,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Financial Data Analyst,Na Ali'i,"DC Ranch, AZ",AZ,USA,Data Analyst,68.5,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Technical Business/Data Analyst,"Capgemini America, Inc.","Tempe, AZ",AZ,USA,Data Analyst,68.5,Mid-Level,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
Accounting Data Analyst,Mastech Digital,"Phoenix, AZ",AZ,USA,Data Analyst,68.5,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst/Scientist Intern,Minit Charger,"Tempe, AZ",AZ,USA,Data Analyst,68.5,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Analyst,Discount Tire Corporate Careers,"Scottsdale, AZ",AZ,USA,Data Analyst,68.5,Senior,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
Data Engineer/Database Analyst/Data Analyst,Infotree Service Inc,"Chandler, AZ",AZ,USA,Data Analyst,68.5,Mid-Level,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data System Analyst with SQL,Wilco Source,"Scottsdale, AZ",AZ,USA,Other IT Role,68.5,Mid-Level,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Analyst,Green Lion Search Group,"Tempe, AZ",AZ,USA,Data Analyst,68.5,Senior,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ETL QA / Data Analyst,Pegasus Knowledge Solutions,"Scottsdale, AZ",AZ,USA,Data Analyst,68.5,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Analyst Pharmacy Quality Data,AllianceRx Walgreens Prime,"Tempe, AZ",AZ,USA,QA/Test Engineer,68.5,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Analyst, Global Data Governance & Strategy","Circle K Stores, Inc.","Tempe, AZ",AZ,USA,Other IT Role,68.5,Mid-Level,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SQL/SAS Data Analyst,Signature Consultants,"Chandler, AZ",AZ,USA,Data Analyst,68.5,Mid-Level,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Analyst,Pure Flix Digital,"Scottsdale, AZ",AZ,USA,Data Analyst,68.5,Senior,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Risk/Regulatory Reporting Project Data Analyst,MUFG,"Tempe, AZ",AZ,USA,Data Analyst,68.5,Mid-Level,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Architect /Data Modeler/Data Analyst,Softcom Systems,"Phoenix, AZ",AZ,USA,Data Analyst,68.5,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst - Mid-Level,"The Judge Group, Inc.","Tempe, AZ",AZ,USA,Data Analyst,68.5,Mid-Level,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Data Business Analyst-Docutech,First American Financial Corporation,"Scottsdale, AZ",AZ,USA,Business Analyst,68.5,Senior,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Information Security Data Analyst,"ICST, LLC","Glendale, AZ",AZ,USA,Data Analyst,68.5,Mid-Level,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Financial and Data Analyst,Equity Methods,"Scottsdale, AZ",AZ,USA,Data Analyst,68.5,Mid-Level,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transportation Data Analyst,Desert Choice Transport,"Glendale, AZ",AZ,USA,Data Analyst,68.5,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Civil Engineer/GIS Data Analyst,Stantec,"Chandler, AZ",AZ,USA,Data Analyst,68.5,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT Data Protection Analyst,CSAA Insurance Group,"Glendale, AZ",AZ,USA,Other IT Role,68.5,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence - Data Analyst,Crisis Response Network,"Tempe, AZ",AZ,USA,Data Analyst,68.5,Mid-Level,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Junior Data Analyst-Phoenix, AZ",Georgia IT Inc.,"Phoenix, AZ",AZ,USA,Data Analyst,68.5,Junior,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Data Analyst- San Antonio, Des Moines",Kforce,"Chandler, AZ",AZ,USA,Data Analyst,68.5,Mid-Level,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst Senior,Kineticom,"Chandler, AZ",AZ,USA,Data Analyst,68.5,Senior,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(Data Analyst) BA/BSA,InterSources Inc.,"Mesa, AZ",AZ,USA,Data Analyst,61.5,Mid-Level,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Card Data Analyst,GTN Technical Staffing,"Tempe, AZ",AZ,USA,Data Analyst,61.5,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"IT Data Analyst, TS/SCI with Poly","AOC Solutions, Inc.","DC Ranch, AZ",AZ,USA,Data Analyst,61.5,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senior Analyst, Global Data Governance & Strategy","Circle K Stores, Inc.","Tempe, AZ",AZ,USA,Other IT Role,61.5,Senior,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst with ETL tools and EDW,LiveMindz,"Tempe, AZ",AZ,USA,Data Analyst,61.5,Mid-Level,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Underwriting Analyst (strong data analytics in actuarial, statistics etc)",Blue Cross Blue Shield of Arizona,"Phoenix, AZ",AZ,USA,Data Analyst,61.5,Mid-Level,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JPSC-6986 - Data Governance Analyst,Avani Technology Solutions,"Scottsdale, AZ",AZ,USA,Other IT Role,61.5,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Project Regulatory/Risk Data Analyst,MUFG,"Tempe, AZ",AZ,USA,Data Analyst,61.5,Mid-Level,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marketing Data Analyst Coordinator,AUDACIOUS STUDIOS LLC,"Tempe, AZ",AZ,USA,Data Analyst,61.5,Mid-Level,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0
Language Data Analyst,TransPerfect,"Tempe, AZ",AZ,USA,Data Analyst,61.5,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Analyst - Client Data,CVS Health,"Scottsdale, AZ",AZ,USA,Other IT Role,61.5,Senior,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst II,Greenphire,"King of Prussia, PA",PA,USA,Data Analyst,59.5,Mid-Level,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Analyst - Priceguide,ECRI,"Plymouth Meeting, PA",PA,USA,Data Analyst,59.5,Mid-Level,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr Data Analyst,United BioSource,"Blue Bell, PA",PA,USA,Data Analyst,59.5,Mid-Level,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior Data Analyst,Revantage Corporate Services,"Fort Washington, PA",PA,USA,Data Analyst,59.5,Junior,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Data Analyst,Community Behavioral Health,"Philadelphia, PA",PA,USA,Data Analyst,59.5,Senior,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Data Analyst,STRATIS IoT Inc,"Philadelphia, PA",PA,USA,Data Analyst,59.5,Mid-Level,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Ampcus Incorporated,"Philadelphia, PA",PA,USA,Data Analyst,59.5,Mid-Level,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Mondo,"Wilmington, DE",DE,USA,Data Analyst,59.5,Mid-Level,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Analyst - Entry Level,2000 east westmoreland st llc,"King of Prussia, PA",PA,USA,Data Analyst,59.5,Junior,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SQL Data Analyst,Mondo,"Malvern, PA",PA,USA,Data Analyst,59.5,Mid-Level,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Analyst,Seer Interactive,"Philadelphia, PA",PA,USA,Data Analyst,59.5,Mid-Level,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Junior Data Analyst,"Staffigo Technical Services, LLC","Philadelphia, PA",PA,USA,Data Analyst,59.5,Junior,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",Ernst & Young LLP,"Philadelphia, PA",PA,USA,Data Analyst,59.5,Mid-Level,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
Data Analyst,"Tetra Tech, Inc.","Philadelphia, PA",PA,USA,Data Analyst,59.5,Mid-Level,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pharmaceutical Data Analyst,"Keen360, Inc.","Horsham, PA",PA,USA,Data Analyst,59.5,Mid-Level,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,"The Judge Group, Inc.","Camden, NJ",NJ,USA,Data Analyst,59.5,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Apex Systems,"Philadelphia, PA",PA,USA,Data Analyst,59.5,Mid-Level,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,"Micro-Data Systems, Inc.","Philadelphia, PA",PA,USA,Data Analyst,59.5,Mid-Level,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Techligent,"Philadelphia, PA",PA,USA,Data Analyst,59.5,Mid-Level,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Data Analyst - Data Science,Gopuff,"Philadelphia, PA",PA,USA,Data Analyst,59.5,Mid-Level,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Data Analyst,Collabera,"Philadelphia, PA",PA,USA,Data Analyst,59.5,Mid-Level,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Reporting Analyst,Mondo,"Feasterville Trevose, PA",PA,USA,Other IT Role,59.5,Mid-Level,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,University of Pennsylvania,"Philadelphia, PA",PA,USA,Data Analyst,59.5,Mid-Level,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Analyst,"VSE, Inc.","Feasterville Trevose, PA",PA,USA,Data Analyst,59.5,Mid-Level,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Analyst,Eastern Metal Recycling,"Camden, NJ",NJ,USA,Data Analyst,59.5,Mid-Level,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",EY,"Philadelphia, PA",PA,USA,Data Analyst,59.5,Mid-Level,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
Data Analyst,Red Tettemer,"Philadelphia, PA",PA,USA,Data Analyst,59.5,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Data Reporting Analyst,Robert Half,"Philadelphia, PA",PA,USA,Other IT Role,59.5,Mid-Level,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jr. Data Analyst, Master Data",IntegriChain,"Philadelphia, PA",PA,USA,Data Analyst,53.0,Junior,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,PMHCC Inc.,"Philadelphia, PA",PA,USA,Data Analyst,53.0,Mid-Level,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Neuroimaging Data Analyst Junior,University of Pennsylvania,"Philadelphia, PA",PA,USA,Data Analyst,53.0,Junior,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Healthcare Data Analytics Analyst,AmeriHealth Caritas,"Philadelphia, PA",PA,USA,Data Analyst,53.0,Mid-Level,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Certified Tumor Registrar/Data Analyst [CTR and experience required],Temple University Health System,"Philadelphia, PA",PA,USA,Data Analyst,53.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Systems/Data Analyst [Remote],Wittij Consulting,"Philadelphia, PA",PA,USA,Data Analyst,53.0,Mid-Level,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCB Risk - Fraud Risk Data Analyst - Associate,JPMorgan Chase & Co.,"Wilmington, DE",DE,USA,Data Analyst,53.0,Junior,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Data Analyst,"Staffigo Technical Services, LLC","Philadelphia, PA",PA,USA,Data Analyst,53.0,Mid-Level,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Analyst Data Intelligence (US),Avantor,"Radnor, PA",PA,USA,Other IT Role,53.0,Mid-Level,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Healthcare Data Analytics Analyst,Amerihealth Caritas Health Plan,"Philadelphia, PA",PA,USA,Data Analyst,53.0,Mid-Level,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Tandigm Health LLC,"West Conshohocken, PA",PA,USA,Data Analyst,53.0,Mid-Level,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Clinical Data Analyst,University of Pennsylvania,"Philadelphia, PA",PA,USA,Data Analyst,53.0,Mid-Level,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst - Contract - W2,Amplify Systems,"Malvern, PA",PA,USA,Data Analyst,53.0,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Healthcare Data Analyst,DL Staffing Solutions,"Philadelphia, PA",PA,USA,Data Analyst,53.0,Mid-Level,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Data Analyst, Value Based Payment (VBP)",Change Healthcare,"King of Prussia, PA",PA,USA,Data Analyst,53.0,Mid-Level,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst - Digital Media,Bryn Mawr Communications LLC,"Wayne, PA",PA,USA,Data Analyst,53.0,Mid-Level,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Data Strategy Analyst,Mondo,"Wilmington, DE",DE,USA,Other IT Role,53.0,Mid-Level,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Business Data Analyst,Dextro Software Systems,"Bensalem, PA",PA,USA,Data Analyst,53.0,Mid-Level,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senior Data Analyst, Specialist",Vanguard,"Malvern, PA",PA,USA,Data Analyst,53.0,Senior,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Data Analyst/Architect,TechUSA,"Philadelphia, PA",PA,USA,Data Analyst,53.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr Data Analyst,Mondo,"Philadelphia, PA",PA,USA,Data Analyst,53.0,Mid-Level,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Data Analyst - Contractor,ConnectiveRx,"King of Prussia, PA",PA,USA,Data Analyst,53.0,Mid-Level,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SQL Data Analyst,Piper Companies,"Horsham, PA",PA,USA,Data Analyst,53.0,Mid-Level,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Data Analyst/Records Management,"Innovative Development, LLC","Exton, PA",PA,USA,Data Analyst,53.0,Mid-Level,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Analyst,Philabundance,"Philadelphia, PA",PA,USA,Data Analyst,53.0,Senior,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Senior Data Analyst,Collabera,"Philadelphia, PA",PA,USA,Data Analyst,53.0,Senior,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business / Data Analyst,Kforce Technology Staffing,"Wilmington, DE",DE,USA,Data Analyst,53.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst- Remote,FredBeans,"Doylestown, PA",PA,USA,Data Analyst,53.0,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Governance Analyst,"Genuent Global, LLC","Wayne, PA",PA,USA,Other IT Role,53.0,Mid-Level,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Analyst,University of Pennsylvania,"Philadelphia, PA",PA,USA,Data Analyst,40.5,Senior,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Data Analyst- Remote,"Fred Beans Parts, Inc","Doylestown, PA",PA,USA,Data Analyst,40.5,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Healthcare Data Analyst - Multiple Positions,CHOP,"Philadelphia, PA",PA,USA,Data Analyst,40.5,Senior,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Data Analyst D,University of Pennsylvania,"Philadelphia, PA",PA,USA,Data Analyst,40.5,Mid-Level,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,"Login Consulting Services, Inc","Allegheny West, PA",PA,USA,Data Analyst,40.5,Mid-Level,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Data Analyst,ORS Partners,"Paoli, PA",PA,USA,Data Analyst,40.5,Mid-Level,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst- Remote,Fred Beans,"Doylestown, PA",PA,USA,Data Analyst,40.5,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SQL Data Analyst,"Zachary Piper Solutions, LLC","Horsham, PA",PA,USA,Data Analyst,40.5,Mid-Level,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Business/Data Analyst,Infinity Consulting Solutions,"Wilmington, DE",DE,USA,Data Analyst,40.5,Mid-Level,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data and Information Analyst,"PMHCC, Inc.","Philadelphia, PA",PA,USA,Other IT Role,40.5,Mid-Level,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Analyst,Angeion Group,"Chester Township, PA",PA,USA,Data Analyst,40.5,Mid-Level,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,"iTech Solutions, Inc","Conshohocken, PA",PA,USA,Data Analyst,40.5,Mid-Level,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Analyst,AccessLex Institute,"West Chester, PA",PA,USA,Data Analyst,40.5,Mid-Level,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior CX Data Analyst,Vanguard,"Malvern, PA",PA,USA,Data Analyst,40.5,Senior,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Senior Data Management Analyst, Enterprise Data Management, OCDO",TD Bank,"Mount Laurel, NJ",NJ,USA,Other IT Role,40.5,Senior,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vertical Lift Data Exploitation Analyst,Boeing,"Ridley Park, PA",PA,USA,Other IT Role,40.5,Mid-Level,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Data Governance Analyst,TeamSoft,"Wayne, PA",PA,USA,Other IT Role,40.5,Mid-Level,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
