job_title,company,location,country,job_category,avg_salary_lpa,min_salary_lpa,max_salary_lpa,avg_experience,min_experience,max_experience,seniority,skill_python,skill_java,skill_javascript,skill_sql,skill_excel,skill_tableau,skill_power_bi,skill_react,skill_angular,skill_aws,skill_azure
Manager- Analytics- Retail,RINALYTICS ADVISORS PVT. LTD.,Mumbai,India,Data Analyst,,,,6.5,5.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Associate Professor (Off-Campus),BITS Pilani,Bangalore,India,Other IT Role,,,,8.5,6.0,11.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Head Of Marketing,ESS Distribution Private Limited,Mumbai,India,Other IT Role,,,,12.5,10.0,15.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Social Media Community Manager,trivone digital services private limited,Mumbai,India,Other IT Role,,,,3.0,2.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Marketing Partners,Reverse Thought Creative Studio Pvt. Ltd.,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Account & Admin Executive,ELEGENSSE CORPORATION,Mumbai,India,Other IT Role,,,,0.5,0.0,1.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
State Resource Coordinators,PCDS Infotech (P). Ltd,Mumbai,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
business development channel manager,My Life Care,Mumbai,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Project Lead .Net,Wipro Limited,Mumbai,India,Other IT Role,,,,6.5,5.0,8.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Techno Functional Manager,Surpluss,Mumbai,India,Other IT Role,,,,5.5,4.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Analyst,Pioneer Investcorp Ltd,Mumbai,India,Other IT Role,,,,2.0,1.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
CIB Finance & Business Management,JPMorgan Chase,Mumbai,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Web/App/Middleware,Softon Technologies Ltd,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior Java Developer,KG Financial Software Pvt Ltd,Mumbai,India,Other IT Role,,,,6.5,4.0,9.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Sales Manager,CC Commodity Info Services LLP,Mumbai,India,Other IT Role,,,,3.5,3.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
WebMethods Senior Programmer Analyst,Value Consulting,Mumbai,India,Software Engineer,,,,9.5,7.0,12.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Webmethod Admin,Value Consulting,Mumbai,India,Other IT Role,,,,11.5,9.0,14.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"Sr.Executive, MSCI",Nielsen Research Ltd. Co.,Mumbai,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Documentation Executive,Oil Field Warehouse & Services,Mumbai,India,Other IT Role,,,,6.5,5.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Assistant Teacher,OBEROI INTERNATIONAL SCHOOL,Mumbai,India,Other IT Role,,,,3.0,2.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Webmethods with ARIS exp,Value Consulting,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
SEO Analyst,PMaps Assessment,Mumbai,India,Other IT Role,,,,1.0,0.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Internships-Design,Peppermint Communications Pvt Ltd,Mumbai,India,Other IT Role,,,,3.5,2.0,5.0,Junior,0,0,0,0,0,0,0,0,0,0,0
Photoshop Assistant,ecentrichr,Mumbai,India,Other IT Role,,,,1.5,1.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
User Interface Designer( UI Designer),WisdmLabs,Mumbai,India,UI/UX Designer,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior Customer Care Executive,Renderindia Infotech,Mumbai,India,Other IT Role,,,,5.0,4.0,6.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Secondary Teachers,Witty International School,Mumbai,India,Other IT Role,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Oracle Forms,POWERSOFT IT PVT LTD.,Mumbai,India,Other IT Role,,,,1.5,0.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Supervisor Rostering,Jet Airways (India) Ltd,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
ARC Analyst,Nielsen Research Ltd. Co.,Mumbai,India,Other IT Role,,,,1.0,0.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Opening - CRM,Auto Hangar India Pvt Ltd,Mumbai,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"Manager, Digital Marketing","Haptik, Inc",Mumbai,India,Other IT Role,,,,1.0,0.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"Manager, Client Servicing",Interskale Digital Marketing and Consulting Pvt. Ltd.,Mumbai,India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Synthetic Flight Instructor - B737,Jet Airways (India) Ltd,Mumbai,India,Other IT Role,,,,0.5,0.0,1.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
IT Recruiter,Value Consulting,Mumbai,India,Other IT Role,,,,10.5,8.0,13.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Ecommerce Marketing Manager,Renderindia Infotech,Mumbai,India,Other IT Role,,,,2.0,1.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Project Manager - J2EE,SNORG Consultants Pvt. Ltd,Mumbai,India,Other IT Role,,,,10.5,8.0,13.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Flex Developer,Bloom Systems Pvt. Ltd.,Mumbai,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Agency Development Manager,Principal Retirement Advisors Pvt. Ltd.,Mumbai,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Site Chemists,Chemcleanzio (I) Pvt. Ltd,Mumbai,India,Other IT Role,,,,0.5,0.0,1.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Project Manager,Renderindia Infotech,Mumbai,India,Other IT Role,,,,11.0,10.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sr. Executive/ Executive Technology (Dot.Net Developer),Multi Commodity Exchange of India Ltd,Mumbai,India,Other IT Role,,,,3.0,2.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior SharePoint Developer,Blue Star Infotech Ltd,Mumbai,India,Other IT Role,,,,5.0,4.0,6.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Senior Business Associate,first Recruits,Mumbai,India,Other IT Role,,,,3.5,1.0,6.0,Senior,0,0,0,0,0,0,0,0,0,0,0
iOS Developer,GrayMatrix,Mumbai,India,Mobile Developer,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sales Administrator,Mevada Engineering Works Pvt. Ltd.,Mumbai,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Control M L2,Atos Pvt Ltd,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sales Engineer,SRP GROUP OF COMPANIES,Mumbai,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior Consultant,Calypso Technology India Pvt. Ltd.,Mumbai,India,Other IT Role,,,,8.5,7.0,10.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Programmer / Sr. Programmer – HTML 5,Hurix Systems Private Limited,Mumbai,India,Software Engineer,,,,2.5,1.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Manager - Planning & Systems,Godrej and Boyce Mfg. Co. Ltd,Mumbai,India,Other IT Role,,,,6.0,5.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
HTML / Frontend developer executive,Creaa Designs,Mumbai,India,Frontend Developer,,,,1.0,0.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Desktop Engineer,Trimax IT Infrastructure & Services Ltd,Mumbai,India,Other IT Role,,,,6.5,4.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sr. Customer Support Engineer,Allied Digital Services Ltd,Mumbai,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"Project Manager, Service Delivery",Sanovi Technologies Pvt. Ltd.,Mumbai,India,Other IT Role,,,,12.0,10.0,14.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Software Engineer - Machine Learning,QUORA,Mumbai,India,Data Scientist/ML,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
skippers,Aquasail Distribution Company Pvt. Ltd,Mumbai,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Pre-Sales for Integrated Solutions,Allied Digital Services Ltd.,Mumbai,India,Other IT Role,,,,6.5,4.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior Sales and Marketing Executive,e-Planet Infosystem India Pvt. Ltd,Bangalore,India,Other IT Role,,,,4.5,2.0,7.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Net Developer,Cyberindigo Net Private Limited,Mumbai,India,Other IT Role,,,,2.5,2.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Web Developer,ELEGENSSE CORPORATION,Mumbai,India,Other IT Role,,,,0.5,0.0,1.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Dot Net Consultant,Blue Star Infotech Ltd,Mumbai,India,Other IT Role,,,,8.0,7.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Social Media Writer,Mind Technologies,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
HRSS..,Futurz Staffing Solutions Pvt Ltd.,Mumbai,India,Other IT Role,,,,1.5,0.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Industrial Engineer/Production Planning,Electropneumatics & Hydraulics India Pvt Ltd,Mumbai,India,Other IT Role,,,,6.5,4.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Global Head - Analytics,RINALYTICS ADVISORS PVT. LTD.,Mumbai,India,Data Analyst,,,,14.5,12.0,17.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior Executive/ Executives- Risk Management,Multi Commodity Exchange of India Ltd,Mumbai,India,Other IT Role,,,,3.0,2.0,4.0,Senior,0,0,0,0,0,0,0,0,0,0,0
LANDSCAPING ENGINEERS,Dosti Realty,Mumbai,India,Other IT Role,,,,6.0,5.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Assistant Manager - Packing,Centaur Pharmaceuticals Pvt Ltd,Mumbai,India,Other IT Role,,,,10.0,8.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Web Application Performance Analyst,MSP1,Mumbai,India,Other IT Role,,,,2.5,2.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Engineer,Strategi Automation Solutions Pvt.Ltd.,Bangalore,India,Other IT Role,,,,3.0,2.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
QUALITY ASSURANCE & CONTROL MANAGER,SURAAJ LINENS PVT. LTD.,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Desktop Engineer,Powersoft IT PVT LTD.,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Project Manager – Technology (Native or Cross Mobile Apps),Hurix Systems Private Limited,Mumbai,India,Mobile Developer,,,,6.5,5.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Photo Retouching Operator,Peppermint Communications Pvt Ltd,Mumbai,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Dot Net Web Developers,Rheal Software Pvt Ltd,Mumbai,India,Other IT Role,,,,2.0,1.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Project Manager,Innobella Marketing & Entertainment Solutions Pvt Ltd,Mumbai,India,Other IT Role,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Homeopathy Doctor (BHMS),Anjali Mukerjee Health Total Pvt. Ltd,Mumbai,India,Other IT Role,,,,2.0,1.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
PHP developer executive,Creaa Designs,Mumbai,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sr. Exec. / Asst. Manager Sales Audio Visual Solutions,Godrej Industries Ltd,Mumbai,India,Other IT Role,,,,2.0,1.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
manager sales school business,ADLABS ENTERTAINMENT LTD,Mumbai,India,Other IT Role,,,,6.5,5.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Placement Officer/Placement Executive,Ambuja Cements Ltd,Mumbai,India,Other IT Role,,,,5.0,3.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Production,Electropneumatics & Hydraulics India Pvt Ltd,Mumbai,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior Associate,"Haptik, Inc",Mumbai,India,Other IT Role,,,,3.0,2.0,4.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Monitoring,Kailasa Analytics & Services Pvt. Ltd.,Mumbai,India,Other IT Role,,,,1.0,0.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Social Media Content and Community Manager,trivone digital services private limited,Mumbai,India,Other IT Role,,,,2.0,1.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Customer Services Executive ( Japanese practice ),IKAN Relocation Services Pvt. Ltd.,Mumbai,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Corporate/Client Coverage,Pioneer Investcorp Ltd,Mumbai,India,Other IT Role,,,,6.0,5.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"DIGITAL MARKETING EXECUTIVE - BRANDING, SEO, SOCIAL MEDIA",ComputoVision,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Manager- Manufacturing,Godrej Industries Ltd,Mumbai,India,Other IT Role,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Software Developer,VARDAAN INFOSOFT PVT LTD,Mumbai,India,Software Engineer,,,,1.5,0.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Assistant Manager - Space Selling,LAURENT AND BENON GROUP,Mumbai,India,Other IT Role,,,,5.0,3.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Techno-functional Consultant - Insurance,C2L BIZ,Mumbai,India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Linen Keeper,Sahara India Pariwar,Mumbai,India,Other IT Role,,,,0.5,0.0,1.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Test Engineer (Web),Smart Venture Media Group,Mumbai,India,QA/Test Engineer,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Manager Sales,RED APPLE TRAVEL (P) LTD.,Mumbai,India,Other IT Role,,,,6.5,4.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Associate Manager Customer Acquisition,NeoGrowth Credit Pvt. Ltd.,Mumbai,India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Piping Engineer,Aryatech Engineering & Consultancy,Mumbai,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Marketing / Sales Managers,CENTAUR PHARMACEUTICALS PVT.LTD.,Mumbai,India,Other IT Role,,,,4.5,4.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
SR EDITOR & WRITER,sumHR,Mumbai,India,Other IT Role,,,,1.5,0.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Showroom Hostess / Front Office Executive,Shivam Autozone India Pvt Ltd,Mumbai,India,Other IT Role,,,,2.0,1.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Device Lead - Scheme & Customer Loyalty,Reliance Communications Ltd,Mumbai,India,Other IT Role,,,,9.5,7.0,12.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Account Manager,Social Wavelength,Mumbai,India,Other IT Role,,,,6.5,5.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"Sr.Executive, Revenue Analyst",Nielsen Research Ltd. Co.,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Asset Management Consultant (IAM Endorsed Assessor) - Asia,Black Veatch Consulting,Mumbai,India,Other IT Role,,,,11.5,10.0,13.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Relationship Manager Franchisee Operations,Future Group,Mumbai,India,Other IT Role,,,,6.0,4.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Research Analyst - Media.net,Directi,Mumbai,India,Other IT Role,,,,2.5,0.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Ecommerce Data Administrator,Renderindia Infotech,Mumbai,India,Other IT Role,,,,3.0,2.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Web Developer,BRANDMOVERS,Mumbai,India,Other IT Role,,,,6.5,4.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
SAP Solman,Aster HR Solutions Private Limited,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Guest Relation Executive,Prettislim Clinic,Mumbai,India,Other IT Role,,,,1.5,1.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
INSTALLATION ENGINEER,Arihant Industrial Corporation Ltd,Mumbai,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"Manager, Digital Marketing",Interskale Digital Marketing and Consulting Pvt. Ltd.,Mumbai,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Selenium Automation Tester,IRIS Business Services India Pvt Ltd,Mumbai,India,QA/Test Engineer,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sr. Visualiser/ Web Designer,Smart Venture Media Group,Mumbai,India,UI/UX Designer,,,,6.0,5.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Web Developer / UI Developer,Smart Venture Media Group,Mumbai,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Manager- Business Development,Max Neeman International,Mumbai,India,Other IT Role,,,,4.5,4.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Customer Care Executive,Prettislim Clinic,Mumbai,India,Other IT Role,,,,1.5,1.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Application Support,Clover Infotech Pvt Ltd,Mumbai,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Inside Sales Executive,Hurix Systems Private Limited,Mumbai,India,Other IT Role,,,,2.5,2.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Excellent Opportunity-mnc-freight Forwarding-manager Ocean Ops-mumbai,Orchids - The Manpower Consultants,Mumbai,India,Other IT Role,,,,10.5,8.0,13.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Commercial/Account Officer,Kalpataru Power Transmission Ltd,Mumbai,India,Other IT Role,,,,3.5,3.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
ASSISTANT MANAGER-CMMI,NSDL e-Governance Infrastructure Limited,Mumbai,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Localization Project Co-ordinator,Somya Translators Pvt. Ltd.,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
OBIEE Lead,SNORG Consultants Pvt. Ltd,Mumbai,India,Other IT Role,,,,7.0,6.0,8.0,Senior,0,0,0,0,0,0,0,0,0,0,0
System Administrator - Linux,Allied Digital Services Ltd,Mumbai,India,Other IT Role,,,,3.0,2.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Group Manager,Atos Pvt Ltd,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Calibration & Inspection officer,ATDS,Mumbai,India,Other IT Role,,,,3.0,2.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Order Management - Executive,Netmagic Solutions Pvt. Ltd.,Mumbai,India,Other IT Role,,,,2.0,1.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
AM Operations Leisure,Gold Leaf Holidays,Mumbai,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Process Consultant,Adaptive Processes Consulting Pvt. Ltd,Bangalore,India,Other IT Role,,,,5.5,4.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Rating Analyst/ Sr. Rating Analyst - Bank Loan Ratings,CRISIL,Mumbai,India,Other IT Role,,,,3.0,2.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
urgent opening sales executive,Dare Deviles Services Private Limited,Mumbai,India,Other IT Role,,,,3.5,1.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Second Line Managers,Centaur Pharmaceuticals Pvt Ltd,Mumbai,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Spot Offer!!skin Expert @ Leading Beautycare MNC,Radford Global Limited,Mumbai,India,Other IT Role,,,,2.5,0.0,5.0,Senior,0,0,0,0,0,0,0,0,0,0,0
"Sr. Executive / Executive, Warehousing - Back Office",Multi Commodity Exchange of India Ltd,Mumbai,India,Other IT Role,,,,3.0,2.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Partner Developer Manager,Mark IT Solutions Pvt. Ltd.,Mumbai,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sr.Developer(ESB),Atos Pvt Ltd,Mumbai,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Engineer – Software Application Support,InteractCRM,Mumbai,India,Other IT Role,,,,1.5,0.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Creative Manager,Array Consultancy Services,Mumbai,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Field Sales Executive,Adaptive Processes Consulting Pvt. Ltd,Bangalore,India,Other IT Role,,,,4.0,2.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Compositing Lead,Prime Focus Pvt Ltd,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Business Analyst/ Sr. Business Analyst – Analytics,Hansa Customer Equity Pvt. Ltd.,Bangalore,India,Data Analyst,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
SE/SSE,CorpCampus Technologies,Mumbai,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Regional Sales Manager,Flint Group India Pvt. Ltd,Mumbai,India,Other IT Role,,,,11.0,10.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
BRAND PROMOTER EXECUTIVE,dspcorporate,Mumbai,India,Other IT Role,,,,1.5,1.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior Desktop Engineer,Allied Digital Services Ltd,Mumbai,India,Other IT Role,,,,5.5,3.0,8.0,Senior,0,0,0,0,0,0,0,0,0,0,0
"Senior Manager, Consumer Insights- Client Servicing- Automobile",Nielsen Research Ltd. Co.,Mumbai,India,Mobile Developer,,,,7.0,6.0,8.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Senior Software Engineer (Web – PHP),B2 Information Systems Pvt. Ltd.,Mumbai,India,Software Engineer,,,,2.0,1.0,3.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Cognos Architect,Value Consulting,Mumbai,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
civil engineers for interior works,Dare Deviles Services Private Limited,Mumbai,India,Other IT Role,,,,9.0,8.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
SAP Basis Administration L3,Atos Pvt Ltd,Bangalore,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Pre- commissioning Managers for Chemical Cleaning Operations,Chemcleanzio (I) Pvt. Ltd,Mumbai,India,Other IT Role,,,,6.5,5.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Operation Executive / Managers,Innobella Marketing & Entertainment Solutions Pvt Ltd,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sr. DOT NET Developer,IDS Technologies India Private Limited,Mumbai,India,Other IT Role,,,,1.5,1.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Web Developer,Prompt Personnel,Mumbai,India,Other IT Role,,,,3.0,1.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior Manager / AVP – PE/M&A,Pioneer Investcorp Ltd,Mumbai,India,Other IT Role,,,,4.5,3.0,6.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Developer IOS,Vatsa Solutions,Mumbai,India,Mobile Developer,,,,2.5,2.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Technical Engineer,Atos Pvt Ltd,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"Assistant Manager- Technology, Enterprise",Multi Commodity Exchange of India Ltd,Mumbai,India,Other IT Role,,,,4.5,4.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Head IT,Intellectual Capital HR Consulting Pvt Ltd,Mumbai,India,Other IT Role,,,,10.5,8.0,13.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
ESS...,NSS HILL SPRING INTERNATIONAL SCHOOL,Mumbai,India,Other IT Role,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
